NearestIntersectionLocation,crime_rate,rating,Latitude,Longitude
Belmont Ave W / Belmont Lane E,5.375766046661649e-05,Low,43.4522984122747,-80.51725477212844
Belmont Ave W / Belmont Lane E,5.375766046661649e-05,Low,43.454808705097676,-80.51886306637013
Belmont Ave W / Burn Pl,5.375766046661649e-05,Low,43.44040892389241,-80.50854262858273
Belmont Ave W / Claremont Ave,9.407590581657886e-05,Low,43.45341243443418,-80.51792804782173
Belmont Ave W / Farnham Ave,6.719707558327061e-05,Low,43.43756153690803,-80.50531289188389
Belmont Ave W / Gage Ave,0.0006047736802494355,Low,43.4474136683778,-80.51409452670175
Belmont Ave W / Glasgow St,0.00010751532093323298,Low,43.451879850920584,-80.51699077771987
Belmont Ave W / Highland Rd W,0.00013439415116654123,Low,43.43964687594057,-80.5076257306374
Belmont Ave W / Jack Ave,1.3439415116654123e-05,Very Low,43.44234465722705,-80.51085373139159
Belmont Ave W / Karn St,0.00020159122674981184,Low,43.445309492428756,-80.51303311826426
Belmont Ave W / Marlborough Ave,4.031824534996237e-05,Low,43.438987527017645,-80.5068939766914
Belmont Ave W / Metzloff Dr,0.00010751532093323298,Low,43.441035001661184,-80.50928569061605
Belmont Ave W / Sandra Ave,5.375766046661649e-05,Low,43.4416970921416,-80.51007269999066
Belmont Ave W / Spadina Rd W,2.6878830233308245e-05,Low,43.43701793120437,-80.50422454568927
Belmont Ave W / Talbot St,9.407590581657886e-05,Low,43.44392801381619,-80.51232670678871
Belmont Ave W / Union Blvd,4.031824534996237e-05,Low,43.45514006495784,-80.51917916387475
Belmont Lane W / Rock Ave,1.3439415116654123e-05,Very Low,43.452448662209164,-80.51800113437545
Belton Dr / Weichel St,0.0004166218686162778,Low,43.442289077168844,-80.51861004483092
Belwood Cres / Traynor Ave,0.0001747123965165036,Low,43.4230574445086,-80.44764080355205
Belwood Cres / Traynor Ave,0.0001747123965165036,Low,43.42134274056978,-80.45175968500709
Bender Rd / Huron Rd,1.3439415116654123e-05,Very Low,43.3462207005673,-80.72583310698306
Benesfort Cres / Benesfort Dr,0.00014783356628319535,Low,43.43357055222294,-80.52896330253081
Benesfort Crt / Benesfort Cres / Benesfort Dr,9.407590581657886e-05,Low,43.43406834084009,-80.53129496489116
Benesfort Dr / Oprington Dr,0.00044350069884958605,Low,43.4339145662674,-80.53234771062796
Benjamin Rd / Bisch St,4.031824534996237e-05,Low,43.49757756760542,-80.60854644443414
Benjamin Rd / Burning Bush Rd,4.031824534996237e-05,Low,43.49957794075581,-80.57029603991771
Benjamin Rd / Cheltonwood Cres,2.6878830233308245e-05,Low,43.50144068118449,-80.56516371034638
Benjamin Rd / Farmer's Market Rd,0.0002419094720997742,Low,43.50995933763956,-80.55542599597328
Benjamin Rd / Kressler Rd,4.031824534996237e-05,Low,43.50129002797546,-80.62247597178039
Benjamin Rd / Martin Creek Rd,6.719707558327061e-05,Low,43.49706484311873,-80.58294632108759
Benjamin Rd / Westmount Rd N,5.375766046661649e-05,Low,43.49857406227027,-80.57311208607683
Benjamin St / Front St,2.6878830233308245e-05,Low,43.35055102032231,-80.53550800415796
Benn Dr / Telfer Crt,9.407590581657886e-05,Low,43.38210982835298,-80.28981487962552
Benninger Dr / Carina St,1.3439415116654123e-05,Very Low,43.403725983899655,-80.53545139855764
Bennington Gate / Chancery Lane / Columbia St W,4.031824534996237e-05,Low,43.464874444863945,-80.57402370376762
Bennington Gate / Clair Creek Blvd,4.031824534996237e-05,Low,43.46415874737178,-80.5732077692546
Bent Willow Dr / Highview Dr / Old Park Lane,1.3439415116654123e-05,Very Low,43.41543326679677,-80.54851846799376
Bent Willow Dr / Old Maple Lane,5.375766046661649e-05,Low,43.41651132815705,-80.55110320727572
Benton St / Church St,0.00033598537791635307,Low,43.447705995862165,-80.48904482262269
Benton St / Halls Lane E,4.031824534996237e-05,Low,43.44865361044659,-80.48805693756144
Benton St / Martin St,4.031824534996237e-05,Low,43.44467549042107,-80.49228263005027
Benton St / St George St,0.00013439415116654123,Low,43.44674724986054,-80.49001825631981
Benton St / Whitney Pl,5.375766046661649e-05,Low,43.444178333634596,-80.49282208156191
Bergey Crt / Bleams Rd,0.00013439415116654123,Low,43.37605099711427,-80.69265301053052
Bergey Crt / Morningside Cir,1.3439415116654123e-05,Very Low,43.37576016326386,-80.6929367372201
Bergey Crt / Parkway Dr,2.6878830233308245e-05,Low,43.375503615908485,-80.69462852015442
Bergey Crt / Shephard Pl,1.3439415116654123e-05,Very Low,43.374837713918225,-80.69908725915903
Berkley Rd / Cedar St,0.00010751532093323298,Low,43.35179538899656,-80.32751534611083
Berkley Rd / Churchill Dr,2.6878830233308245e-05,Low,43.35473998899392,-80.32754754425774
Berkley Rd / Gladstone Ave,1.3439415116654123e-05,Very Low,43.35612886804487,-80.32750819340313
Berlett's Rd / Nafziger Rd,0.0003494247930330072,Low,43.45361690063792,-80.75543416362541
Berlett's Rd / Sandhills Rd,2.6878830233308245e-05,Low,43.45998243078282,-80.71035018810782
Berlett's Rd / Wilmot Line,5.375766046661649e-05,Low,43.47382352524904,-80.619615809916
Berlett's Rd / Wilmot-Easthope Rd,1.3439415116654123e-05,Very Low,43.45038098369039,-80.77833199383969
Bermuda Lane / McNichol Dr,1.3439415116654123e-05,Very Low,43.33892358929294,-80.27477755648742
Bermuda Lane / Yates Ave,1.3439415116654123e-05,Very Low,43.33911926668978,-80.27367861705737
Bernay Dr / Brandenburg Blvd,1.3439415116654123e-05,Very Low,43.45189296056921,-80.57480898269237
Bernay Dr / Chablis Dr,1.3439415116654123e-05,Very Low,43.45067834241472,-80.57597837945349
Bernay Dr / Sauve Cres,0.00016127298139984947,Low,43.45021833643923,-80.57676224369305
Bernay Dr / Sauve Cres / St Moritz Ave,4.031824534996237e-05,Low,43.44977268842818,-80.57755965300314
Bernhardt St / Clare Ave,2.6878830233308245e-05,Low,43.387978917539584,-80.35506168304458
Bernhardt St / Homuth Ave,1.3439415116654123e-05,Very Low,43.38875853095688,-80.35523504507266
Bernhardt St / Rose St,1.3439415116654123e-05,Very Low,43.38708895914519,-80.35482932776294
Berry Moss St / Mountain Laurel Cres,2.6878830233308245e-05,Low,43.40465797297299,-80.5164979736903
Berry Patch Lane / Grand Ridge Dr,1.3439415116654123e-05,Very Low,43.33735547896307,-80.32280481583248
Bertha St / Lexington Rd,8.063649069992474e-05,Low,43.50135001553189,-80.50028668498273
Berwick Pl / Morgan Ave,0.00016127298139984947,Low,43.427086184487116,-80.42211932459763
Bethel Rd / Puddicombe Rd,2.6878830233308245e-05,Low,43.346650124390244,-80.63721172231946
Bethel Rd / Queen St,5.375766046661649e-05,Low,43.36009430680768,-80.54740808417154
Bethel Rd / Sandhills Rd,2.6878830233308245e-05,Low,43.35339732564251,-80.5930974818574
Bethel Rd / Trussler Rd,0.00018815181163315772,Low,43.3655803428242,-80.5106332082513
Bettina Pl / Veronica Dr,8.063649069992474e-05,Low,43.43656429508283,-80.42832560981736
Bettina Pl / Veronica Dr,8.063649069992474e-05,Low,43.43669797779923,-80.42825251915731
Bettschen Lane / Michael Myers Rd,1.3439415116654123e-05,Very Low,43.407556457243835,-80.67794238066882
Betzner Ave N / Betzner Ave S / King St E,5.375766046661649e-05,Low,43.44561603830507,-80.47985520225579
Betzner Ave N / Duke St E,2.6878830233308245e-05,Low,43.44660783972752,-80.47890437403431
Betzner Ave N / Weber St E,9.407590581657886e-05,Low,43.44764724047052,-80.47796981795986
Beverley St / Dawson St,2.6878830233308245e-05,Low,43.45990977358489,-80.53193580294085
Beverley St / Erb St W,0.00018815181163315772,Low,43.461046431994944,-80.53288313940159
Beverley St / Erb St W,0.00018815181163315772,Low,43.463441253055365,-80.53459093514908
Beverly St,1.3439415116654123e-05,Very Low,43.37035464234939,-80.30284701343038
Beverly St / Kerr St,0.0004031824534996237,Low,43.36206110166451,-80.30957817107836
Beverly St / Samuelson St,0.0003628642081496613,Low,43.37058056039027,-80.30247008274684
Beverly St / Wellington St,9.407590581657886e-05,Low,43.36040476401595,-80.31121557989087
Bianca Crt / Parkvale Dr,0.00016127298139984947,Low,43.38970411099504,-80.48009329708198
Bianca Crt / Sorrento St,5.375766046661649e-05,Low,43.39061855127189,-80.48022548866919
Biehn Dr / Black Walnut Dr,1.3439415116654123e-05,Very Low,43.39321179206265,-80.45556869988971
Biehn Dr / Carlyle Dr,2.6878830233308245e-05,Low,43.39466958419606,-80.45543111499379
Biehn Dr / Kilkerran Cres,1.3439415116654123e-05,Very Low,43.38625467691774,-80.45630562431549
Biehn Dr / Kilkerran Cres / Robertson Cres,1.3439415116654123e-05,Very Low,43.389191922735726,-80.45603237731848
Biehn Dr / Maxwell Dr,2.6878830233308245e-05,Low,43.39412123333771,-80.45543073048344
Biehn Dr / McLeod Crt,1.3439415116654123e-05,Very Low,43.390426821115206,-80.45628024223527
Biehn Dr / Old Huron Pl / Old Huron Rd,1.3439415116654123e-05,Very Low,43.39728203619354,-80.45593862884112
Biehn Dr / Spencer Crt,1.3439415116654123e-05,Very Low,43.38575240193571,-80.45770483497472
Billington St / Birkinshaw Rd,2.6878830233308245e-05,Low,43.336204576879105,-80.31240962319524
Bing Cres / Wissler Rd,2.6878830233308245e-05,Low,43.50503183053262,-80.51218894283076
Bingeman St / East Ave,1.3439415116654123e-05,Very Low,43.45522610035764,-80.47456834265773
Bingeman St / Lancaster St E,4.031824534996237e-05,Low,43.45273796777149,-80.48172549320329
Bingeman St / Lydia St,4.031824534996237e-05,Low,43.45451508464399,-80.47661055260623
Bingeman St / Samuel St,2.6878830233308245e-05,Low,43.453736058386205,-80.47884928755678
Bingeman St / Simeon St,2.6878830233308245e-05,Low,43.454126785132225,-80.4777282852996
Bingemans Centre Dr,0.0009407590581657886,Low,43.470956373542826,-80.45152785637228
Bingemans Centre Dr,0.0009407590581657886,Low,43.47357922023237,-80.44354720168607
Bingemans Centre Dr / Shirley Dr,9.407590581657886e-05,Low,43.4733802527406,-80.44263890542874
Binscarth Rd / Pleasant Ave,8.063649069992474e-05,Low,43.43748292565084,-80.49861132785543
Birch Ave / Guelph St,9.407590581657886e-05,Low,43.46644256612589,-80.48055160753901
Birch Ave / Union St,0.00010751532093323298,Low,43.47137977249306,-80.48346582212758
Birch St / Elm St,1.3439415116654123e-05,Very Low,43.3517452912239,-80.30945428814377
Birch St / Henry St,1.3439415116654123e-05,Very Low,43.35158056361718,-80.3103530576022
Birch St / State St,1.3439415116654123e-05,Very Low,43.35074859309365,-80.31312986347162
Birchcliff Ave / Cyprus Dr,4.031824534996237e-05,Low,43.42662558506903,-80.51687174706026
Birchcliff Ave / Forest Hill Dr,1.3439415116654123e-05,Very Low,43.42704723920824,-80.51773992381713
Birchcliff Ave / Greenbrook Dr,1.3439415116654123e-05,Very Low,43.42424784570197,-80.51254838411366
Birchcliff Ave / Uplands Dr,2.6878830233308245e-05,Low,43.42452378879756,-80.5135666996076
Birchlawn Ave / Grand Ridge Dr,2.6878830233308245e-05,Low,43.345295988627974,-80.33912740532749
Birchleaf Walk / Stone Path Crt,1.3439415116654123e-05,Very Low,43.446849002572364,-80.56379014068554
Birchleaf Walk / Thornberry Lane,8.063649069992474e-05,Low,43.44701919342716,-80.56330608083454
Birchleaf Walk / Westcroft Dr,8.063649069992474e-05,Low,43.44643997313809,-80.56469974118876
Birchmount Dr / Cedar Bend Dr / Cedar Bend Pl,2.6878830233308245e-05,Low,43.47628644511785,-80.5930760984869
Birchmount Dr / Laurelwood Dr,2.6878830233308245e-05,Low,43.47282671434149,-80.58950452992828
Birchwood Ave / Regent St,2.6878830233308245e-05,Low,43.38735541086938,-80.36267583148559
Birkinshaw Rd / Lockwood St,6.719707558327061e-05,Low,43.33695498199444,-80.31238399977455
Birkinshaw Rd / Lockwood St,6.719707558327061e-05,Low,43.33713802238545,-80.31110001982522
Birkinshaw Rd / Myers Rd,4.031824534996237e-05,Low,43.33919681610183,-80.31175465252409
Birkshire Crt / Lorraine Ave,4.031824534996237e-05,Low,43.4579718300115,-80.44814837262538
Biscayne Dr / Daleview Cres,8.063649069992474e-05,Low,43.39054416580327,-80.33152201749321
Biscayne Dr / Dunbar Rd,0.0001209547360498871,Low,43.38891309697447,-80.33044884782618
Biscayne Dr / Eastdowns Dr,1.3439415116654123e-05,Very Low,43.38995666706858,-80.33086201667547
Bisch St / Erbsville Rd,0.00014783356628319535,Low,43.484084010142226,-80.60914506316647
Bishop Crt / Montcalm Dr,2.6878830233308245e-05,Low,43.45324827127366,-80.43946197375503
Bishop St N,0.00045694011396624017,Low,43.39567467684559,-80.32177042768285
Bishop St N,0.00045694011396624017,Low,43.39936029652002,-80.31860978411018
Bishop St N,0.00045694011396624017,Low,43.394907311265825,-80.3216517114702
Bishop St N,0.00045694011396624017,Low,43.39522278753734,-80.31931280696755
Bishop St N / Concession Rd,8.063649069992474e-05,Low,43.391762021365224,-80.34324997960901
Bishop St N / Conestoga Blvd,0.00022847005698312009,Low,43.39708013320197,-80.31719450149163
Bishop St N / Conestoga Blvd,0.00022847005698312009,Low,43.3960096879027,-80.31734142308675
Bishop St N / Conestoga Blvd,0.00022847005698312009,Low,43.39945060745474,-80.31813470040488
Bishop St N / Cowansview Rd,0.0006854101709493603,Low,43.397784807794004,-80.30724941899638
Bishop St N / Duke St,0.0002419094720997742,Low,43.390901734003144,-80.34609165526523
Bishop St N / Duke St,0.0002419094720997742,Low,43.39096288958299,-80.34604459448067
Bishop St N / Eleanor Ave,1.3439415116654123e-05,Very Low,43.39219507164955,-80.34081334434882
Bishop St N / Fairview Rd,1.3439415116654123e-05,Very Low,43.391997276988064,-80.34192191059805
Bishop St N / Industrial Rd,0.0010213955488657133,Low,43.3943126910404,-80.32914517694138
Bishop St N / Industrial Rd,0.0010213955488657133,Low,43.394165022814775,-80.32997011031124
Bishop St N / Mary Ave,5.375766046661649e-05,Low,43.392397737067796,-80.33969280638131
Bishop St N / Pineview Ave,8.063649069992474e-05,Low,43.39154025993836,-80.34448493609776
Bishop St N / Shearson Cres,0.00020159122674981184,Low,43.39878937472716,-80.30147226767839
Bishop St N / Shearson Cres / Werlich Dr,0.0001209547360498871,Low,43.3994797150928,-80.29740519383644
Bishop St S / Hamilton St,0.0001209547360498871,Low,43.388259002623776,-80.34856780262794
Bishop St S / Queenston Rd,0.0001747123965165036,Low,43.38913673359199,-80.34774229230086
Bismark Ave / Duke St W,2.6878830233308245e-05,Low,43.4596227140367,-80.50020523093642
Bismark Ave / Waterloo St,6.719707558327061e-05,Low,43.45901844920147,-80.5019554106429
Bismark Dr / Blair Rd,4.031824534996237e-05,Low,43.37111009713712,-80.33227351496083
Bismark Dr / Blossomfield Cres,1.3439415116654123e-05,Very Low,43.37002373107056,-80.33993563647132
Bismark Dr / Devil's Creek Dr / Rosslinn Rd,5.375766046661649e-05,Low,43.3704143049239,-80.33875387010063
Bismark Dr / Dunedin Crt,5.375766046661649e-05,Low,43.371090396495696,-80.32913799487453
Bismark Dr / Farmstead Pl,2.6878830233308245e-05,Low,43.37081196016664,-80.33343615501262
Bismark Dr / Leslie Ave,0.00014783356628319535,Low,43.37064449035395,-80.33618775649549
Bismark Dr / Linndale Rd,1.3439415116654123e-05,Very Low,43.37059839608566,-80.33763168917794
Bismark Dr / Sunset Blvd,2.6878830233308245e-05,Low,43.370576061417125,-80.3262412310287
Bismark Dr / Templar Crt / Templar Lane,1.3439415116654123e-05,Very Low,43.37155739117412,-80.33118708681292
Bismark Dr / Westcliff Way,8.063649069992474e-05,Low,43.36857778925684,-80.34128512548129
Bismark Dr / Westmount Mews,4.031824534996237e-05,Low,43.370498458062336,-80.32774027622106
Bitternut Pl / Burlwood Dr,1.3439415116654123e-05,Very Low,43.58265741913673,-80.56836658389696
Black Bridge Rd / Guelph Ave,0.00010751532093323298,Low,43.44839914148406,-80.31547465331752
Black Bridge Rd / Guelph Ave,0.00010751532093323298,Low,43.44815057356887,-80.31546664255646
Black Bridge Rd / Michigan Ave,1.3439415116654123e-05,Very Low,43.44968144278942,-80.31039424569627
Black Bridge Rd / Roszell Rd / Townline Rd,0.00033598537791635307,Low,43.45138676829723,-80.29567381857959
Black Cherry St / Grey Alder Crt / Mountain Maple Ave,0.0001209547360498871,Low,43.464157841952954,-80.59136450551581
Black Forest Pl / Northlake Dr,2.6878830233308245e-05,Low,43.502225815537585,-80.55653331055163
Black Fox Lane / Green Forest Dr,1.3439415116654123e-05,Very Low,43.40373493957847,-80.73536051329687
Black Oak Cres / Northlake Dr,4.031824534996237e-05,Low,43.4948871454123,-80.55765385012195
Black Oak Cres / Northlake Dr,4.031824534996237e-05,Low,43.494784549284255,-80.55448064106741
Black Oak Cres / Red Oak Pl,2.6878830233308245e-05,Low,43.496327023631416,-80.55647024680147
Black Oak Cres / White Oak Pl,2.6878830233308245e-05,Low,43.495505270521605,-80.55496193093084
Black Walnut Dr / Black Walnut Pl,4.031824534996237e-05,Low,43.392464054521305,-80.45319024765651
Black Walnut Dr / Carlyle Dr,4.031824534996237e-05,Low,43.39279631408621,-80.45380640574933
Black Walnut Dr / Pioneer Dr,0.00010751532093323298,Low,43.3914514342828,-80.45050311171137
Blackbird Cir,1.3439415116654123e-05,Very Low,43.441528566744616,-80.31186039391277
Blackbird Cir / Owl St,4.031824534996237e-05,Low,43.4408163170795,-80.31234422292889
Blackfriars Pl / Holborn Dr,2.6878830233308245e-05,Low,43.45129476519335,-80.4383143184983
Blackhorne Cres / Blackhorne Dr,0.0003494247930330072,Low,43.41531325508897,-80.48199813121234
Blackhorne Cres / Blackhorne Dr,0.0003494247930330072,Low,43.41441019909162,-80.48430728948287
Blackhorne Dr / Briar Knoll Dr,5.375766046661649e-05,Low,43.414559814301256,-80.48742923537341
Blackhorne Dr / Calmcrest Dr,2.6878830233308245e-05,Low,43.41598484429676,-80.49152544305794
Blackhorne Dr / McLennan Park Gate,4.031824534996237e-05,Low,43.41443862197462,-80.48630183119074
Blackhorne Dr / Roseneath Cres,4.031824534996237e-05,Low,43.41586940581149,-80.49014474649118
Blackhorne Dr / Strasburg Rd,0.00013439415116654123,Low,43.41688940238574,-80.48098008221203
Blackwell Dr / Claycroft Cres,5.375766046661649e-05,Low,43.42559832015915,-80.53780745401384
Blackwell Dr / Claycroft Cres,5.375766046661649e-05,Low,43.42377464693516,-80.53815830945099
Blackwell Dr / High Acres Cres,9.407590581657886e-05,Low,43.423327500951,-80.53878595270675
Blackwell Dr / High Acres Cres,9.407590581657886e-05,Low,43.42504125954711,-80.53868146312134
Blackwell Dr / Lanark Cres,4.031824534996237e-05,Low,43.4262543574013,-80.53576766161956
Blackwell Dr / Montana Cres,9.407590581657886e-05,Low,43.425427948759285,-80.53828713709359
Blackwell Dr / Montana Cres,9.407590581657886e-05,Low,43.4261182861832,-80.53604559143439
Blackwell Dr / Monteagle Cres,0.00010751532093323298,Low,43.42764491137682,-80.53208322562392
Blackwell Dr / Monteagle Cres,0.00010751532093323298,Low,43.42656635904231,-80.5351403883811
Blackwell Dr / Sprucedale Cres,1.3439415116654123e-05,Very Low,43.42255024750282,-80.54058215271755
Blackwell Dr / Trailview Dr,2.6878830233308245e-05,Low,43.42678357516554,-80.53461600187295
Blackwell Dr / West Acres Cres,4.031824534996237e-05,Low,43.4229477705613,-80.53979100215959
Blackwell Dr / Westheights Dr,9.407590581657886e-05,Low,43.42784302973879,-80.53031946352174
Blackwell Dr / Westheights Dr,9.407590581657886e-05,Low,43.4220683076963,-80.54149403013433
Blair Creek Dr / Doon South Dr,2.6878830233308245e-05,Low,43.372803815030124,-80.4335627666407
Blair Creek Dr / Doonwoods Cres,8.063649069992474e-05,Low,43.37171209354036,-80.43644116269172
Blair Creek Dr / Doonwoods Cres,8.063649069992474e-05,Low,43.37220885362286,-80.43572771391138
Blair Creek Dr / Pieter Vos Dr,1.3439415116654123e-05,Very Low,43.37373719258607,-80.42598154564249
Blair Creek Dr / Sportsman Hill St,2.6878830233308245e-05,Low,43.376250676320026,-80.42014637329305
Blair Creek Dr / Thomas Pedder Crt,1.3439415116654123e-05,Very Low,43.37516020516556,-80.4209578210691
Blair Creek Dr / Watermill St,5.375766046661649e-05,Low,43.37248162977572,-80.42851319828898
Blair Lane / Blair Rd,1.3439415116654123e-05,Very Low,43.36222700915359,-80.32091342458074
Blair Lane / Brant Pl,1.3439415116654123e-05,Very Low,43.362194175649726,-80.32301340550869
Blair Rd / Cruickston Park Lane,8.063649069992474e-05,Low,43.38246766165803,-80.36512918223616
Blair Rd / Esther Ave,8.063649069992474e-05,Low,43.37485649451044,-80.33991054854697
Blair Rd / Fallbrook Lane,0.0005644554348994732,Low,43.38361597259867,-80.38107917469993
Blair Rd / George St N,0.00032254596279969894,Low,43.36080117092687,-80.31871883851777
Blair Rd / George St N,0.00032254596279969894,Low,43.37567167945456,-80.34195649208264
Blair Rd / Grand Ave N,0.00010751532093323298,Low,43.36080328666388,-80.31756370777006
Blair Rd / James St,1.3439415116654123e-05,Very Low,43.36430422556948,-80.32347151068181
Blair Rd / Kenmore Ave,2.6878830233308245e-05,Low,43.369400197170364,-80.33023627506357
Blair Rd / Langdon Dr,0.001733684550048382,Low,43.383311342264435,-80.37847648905601
Blair Rd / Leslie Ave,2.6878830233308245e-05,Low,43.37393142500719,-80.33669675772992
Blair Rd / Meadowcreek Lane,0.00013439415116654123,Low,43.3845713782876,-80.38767725179098
Blair Rd / Metcalfe St,2.6878830233308245e-05,Low,43.36121761975554,-80.31944229644098
Blair Rd / Old Mill Rd,0.0001747123965165036,Low,43.38389213809489,-80.38546318912067
Blair Rd / Princess St,1.3439415116654123e-05,Very Low,43.37491053735667,-80.34010244031629
Blair Rd / Sherwood Dr,5.375766046661649e-05,Low,43.36802241141864,-80.32854375709692
Bleams Rd / Cedarbrook Crt,5.375766046661649e-05,Low,43.397843188074056,-80.5477011022
Bleams Rd / Century Hill Dr,4.031824534996237e-05,Low,43.4088638900054,-80.46610311633887
Bleams Rd / Cloverdale Cres,4.031824534996237e-05,Low,43.398132093208986,-80.54590927149043
Bleams Rd / Colony Dr,5.375766046661649e-05,Low,43.405856718597605,-80.47915545191972
Bleams Rd / Commonwealth St,1.3439415116654123e-05,Very Low,43.400727013039145,-80.50161526150872
Bleams Rd / Donnenwerth Dr,1.3439415116654123e-05,Very Low,43.40028757514431,-80.50870503637982
Bleams Rd / Fallowfield Dr / Bullock St,0.00014783356628319535,Low,43.41104704612274,-80.4573303994923
Bleams Rd / Forestwalk St,8.063649069992474e-05,Low,43.40050218496898,-80.50587641410571
Bleams Rd / Gehl Pl,2.6878830233308245e-05,Low,43.399977498373815,-80.51278108643949
Bleams Rd / Hamilton Rd / Hwy 7/8,0.00021503064186646596,Low,43.37818598266551,-80.69554991723615
Bleams Rd / Helena Feasby St,4.031824534996237e-05,Low,43.401223665755325,-80.49889089034906
Bleams Rd / Heritage Dr,9.407590581657886e-05,Low,43.376009121233906,-80.69126909171572
Bleams Rd / Isaiah Dr,1.3439415116654123e-05,Very Low,43.39905584242489,-80.52202589998018
Bleams Rd / Knechtel Crt,1.3439415116654123e-05,Very Low,43.398785099138784,-80.54204897098188
Bleams Rd / Manitou Dr,0.00032254596279969894,Low,43.41242877331568,-80.44940436994068
Bleams Rd / Manitou Dr,0.00032254596279969894,Low,43.41282868556198,-80.44931480898225
Bleams Rd / Manitou Dr,0.00032254596279969894,Low,43.41267434854404,-80.44962539224808
Bleams Rd / Mannheim Rd,9.407590581657886e-05,Low,43.398197349859586,-80.54549822320011
Bleams Rd / Morningside Cir,0.0001209547360498871,Low,43.37625285895983,-80.68962753891847
Bleams Rd / Nafziger Rd,4.031824534996237e-05,Low,43.378755500741214,-80.67347687231225
Bleams Rd / Nyles Dr,1.3439415116654123e-05,Very Low,43.39862233994788,-80.52448508581558
Bleams Rd / Otonabee Dr,0.00018815181163315772,Low,43.412334220037074,-80.45220995398442
Bleams Rd / Sandhills Rd,0.00021503064186646596,Low,43.38571695705971,-80.62752799804927
Bleams Rd / Sparling Dr,2.6878830233308245e-05,Low,43.39859625730785,-80.54274349205953
Bleams Rd / Strasburg Rd,0.00038974303838296956,Low,43.40683186285404,-80.47488000591194
Bleams Rd / Thistledown Dr / Trillium Dr,8.063649069992474e-05,Low,43.40435522832709,-80.48543131539593
Bleams Rd / Washburn Dr,0.0001209547360498871,Low,43.40268091954464,-80.49233926990696
Bleams Rd / Wilmot Centre Rd,5.375766046661649e-05,Low,43.38341545078406,-80.64280100882394
Bleams Rd E / Bleams Rd W / Peel St,0.00013439415116654123,Low,43.37395768091596,-80.70484755255197
Bleams Rd E / Old Haysville Rd,2.6878830233308245e-05,Low,43.37405500683925,-80.70422399072736
Bleams Rd W / Fairview St,2.6878830233308245e-05,Low,43.373595031748714,-80.70725600236705
Bleams Rd W / Joseph St,4.031824534996237e-05,Low,43.37378068097641,-80.70603328587102
Bleams Rd W / Wilmot St,1.3439415116654123e-05,Very Low,43.3737008363957,-80.7065273274237
Bleiler St / Dolph St N,6.719707558327061e-05,Low,43.39510241133653,-80.35124201161366
Blenheim Rd / Brant Rd N,2.6878830233308245e-05,Low,43.361568864738985,-80.32281795117301
Blenheim Rd / Laneway 151,1.3439415116654123e-05,Very Low,43.36155406511555,-80.32349077620913
Blenheim Rd / Parkwood Dr,9.407590581657886e-05,Low,43.35985789698434,-80.33207749869169
Block Line Rd / Country Hill Dr,0.0002822277174497366,Low,43.41722678747957,-80.47566462977451
Block Line Rd / Fallowfield Dr / Hanover St,0.001088592624448984,Low,43.41858400724586,-80.46799275547859
Block Line Rd / Fallowfield Dr / Hanover St,0.001088592624448984,Low,43.41874861739261,-80.46775854047772
Block Line Rd / Fallowfield Dr / Hanover St,0.001088592624448984,Low,43.41895054371009,-80.46798954624559
Block Line Rd / Fallowfield Dr / Hanover St,0.001088592624448984,Low,43.418794525694516,-80.46822079069415
Block Line Rd / Homer Watson Blvd,0.0009541984732824427,Low,43.418185654245974,-80.47061609197871
Block Line Rd / Homer Watson Blvd,0.0009541984732824427,Low,43.41845568947728,-80.47042691918035
Block Line Rd / Homer Watson Blvd,0.0009541984732824427,Low,43.41834412430266,-80.47104996179962
Block Line Rd / Kingswood Dr,0.00016127298139984947,Low,43.41784382384212,-80.47314443820298
Block Line Rd / Laurentian Dr,6.719707558327061e-05,Low,43.41263924813702,-80.49183698479803
Block Line Rd / Lennox Lewis Way,5.375766046661649e-05,Low,43.420541493640265,-80.46435841256734
Block Line Rd / McLennan Park Gate,0.0001209547360498871,Low,43.4135113015209,-80.48614935670554
Block Line Rd / Rittenhouse Rd,0.0004166218686162778,Low,43.41391934448221,-80.48334243665373
Block Line Rd / Strasburg Rd,0.0003091065476830448,Low,43.4158864844948,-80.47986386357954
Bloomingdale Rd N / Bloomingdale Rd S / Bridge St E,5.375766046661649e-05,Low,43.48055753436584,-80.47836858328228
Bloomingdale Rd N / Colyer Pl,4.031824534996237e-05,Low,43.482893662708825,-80.47226407859104
Bloomingdale Rd N / Daniel Ave,4.031824534996237e-05,Low,43.48537241574765,-80.46550433258686
Bloomingdale Rd N / Horning Dr,8.063649069992474e-05,Low,43.48103604322741,-80.47764490248233
Bloomingdale Rd N / Kraft Dr,1.3439415116654123e-05,Very Low,43.485559907172835,-80.46503419903125
Bloomingdale Rd N / Nelson Ave,2.6878830233308245e-05,Low,43.48411518247209,-80.46873514914296
Bloomingdale Rd N / Prince St,1.3439415116654123e-05,Very Low,43.481787048730205,-80.47546615576468
Bloomingdale Rd N / Stanley Ave,5.375766046661649e-05,Low,43.48342735708974,-80.47073133393387
Bloomington Dr / Carpenter Rd / Swift Cres,4.031824534996237e-05,Low,43.339753446608604,-80.28904288996536
Bloomington Dr / Griffiths Ave,5.375766046661649e-05,Low,43.341559780258784,-80.28806462909088
